"","X.1","id_manz","P","D","L","X","Y","X1_FR_A","X2_FR_A","YearLastAFII","ageAP","nbSpray","nbSprayI","nbSprayII","nbPos","DenH","InspH","PosInspH","RocH","PosRocH","Total","nbDen","nbInsp","nbInspProg","nbInspPos","nbRoc","nbRocProg","nbRocPos","IIspray","Unspray","ManzPos2012","ManzPosPre2012","ManzVigPre2012","NextManzPosPre2012","codeLoc","focus","Den1","DenPredicted","LogDenPredicted"
"102",289,"105-13",1,13,"55",233966.6782331,8182437.5322134,7,8,8,4,12,8,8,1,0,0,0,0,0,20,0,0,0,0,0,0,0,8,8,FALSE,FALSE,FALSE,FALSE,"1.13.55",TRUE,FALSE,0.0368566444527941,3.30071936580587
"103",291,"105-18",1,18,"4",224407.408105667,8180327.19339333,4,5,5,7,3,1,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,FALSE,FALSE,FALSE,FALSE,"1.18.4",TRUE,FALSE,0.0318526664252975,3.44663418224844
"104",297,"105-25",1,25,"3",230065.653661692,8179577.46668142,5.92307692307692,6,6,6,25,22,22,11,0,0,0,0,0,26,0,0,0,0,0,0,0,6,1,FALSE,FALSE,FALSE,FALSE,"1.25.3",TRUE,FALSE,0.0352056918140901,3.34654751018608
"105",300,"1053-13",1,13,"9",233926.566618143,8181589.94354114,6,7,7,5,7,7,6,5,0,0,0,0,0,7,0,0,0,0,0,0,0,7,0,FALSE,FALSE,FALSE,FALSE,"1.13.9",TRUE,FALSE,0.0363030952788147,3.31585227195773
"106",301,"1053-25",1,25,"45",229373.58701675,8180622.12326367,NA,7,7,5,28,24,19,1,0,0,0,0,0,36,0,0,0,0,0,0,0,7,8,FALSE,FALSE,FALSE,FALSE,"1.25.45",TRUE,FALSE,0.0132323770534926,4.32508864552846
"107",304,"1054-13",1,13,"9",233878.041922615,8181569.24328692,6,7,7,5,13,13,12,9,0,0,0,0,0,13,0,0,0,0,0,0,0,7,0,FALSE,FALSE,FALSE,FALSE,"1.13.9",TRUE,FALSE,0.0502164730521858,2.99141215766346
"108",308,"1055-13",1,13,"9",233850.8569325,8181525.10034763,6.125,7,7,5,8,8,6,2,0,0,0,0,0,8,0,0,0,0,0,0,0,7,0,FALSE,FALSE,FALSE,FALSE,"1.13.9",TRUE,FALSE,0.0221853695924112,3.80832223472676
"109",312,"1056-25",1,25,"45",229524.326849981,8180622.13479713,6,7,7,5,45,40,35,2,0,0,0,0,0,52,0,0,0,0,0,0,0,7,7,FALSE,FALSE,FALSE,FALSE,"1.25.45",TRUE,FALSE,0.0161926756059486,4.12319626207185
"110",314,"105-7",1,7,"8",226086.3665585,8179755.7642815,3,4,4,8,2,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0,FALSE,FALSE,FALSE,FALSE,"1.7.8",TRUE,FALSE,0.0701997479248771,2.65641055877053
"111",316,"1057-13",1,13,"9",233793.971497762,8181514.33973629,6.09523809523809,7,7,5,20,20,13,1,1,2,0,0,0,21,1,2,2,0,0,0,0,7,1,FALSE,FALSE,TRUE,FALSE,"1.13.9",TRUE,TRUE,0.0211483303761934,3.85619431862989
"112",319,"105-8",1,8,"10",230892.17101305,8179926.87339795,6,7,7,5,19,17,19,3,0,0,0,0,0,20,0,0,0,0,0,0,0,7,1,FALSE,FALSE,FALSE,FALSE,"1.8.10",TRUE,FALSE,0.020491904316107,3.88772538224524
"113",321,"1058-13",1,13,"9",233764.372595053,8181468.71798526,6,7,7,5,19,19,19,13,0,0,0,0,0,19,0,0,0,0,0,0,0,7,0,FALSE,FALSE,FALSE,FALSE,"1.13.9",TRUE,FALSE,0.0620376352744592,2.78001405754371
"114",324,"105-9",1,9,"12",198659.778972269,8181649.69728162,8,9,9,3,25,25,25,7,0,0,0,0,0,26,0,0,0,0,0,0,0,9,1,FALSE,FALSE,FALSE,FALSE,"1.9.12",TRUE,FALSE,0.0086352601894234,4.75190143588338
"115",326,"1059-13",1,13,"9",233742.792650444,8181416.98685911,6.11111111111111,7,7,5,9,9,9,2,0,0,0,0,0,9,0,0,0,0,0,0,0,7,0,FALSE,FALSE,FALSE,FALSE,"1.13.9",TRUE,FALSE,0.022063119216446,3.81384787821467
"116",327,"1059-25",1,25,"45",229759.14241622,8180914.39110868,6,7,7,5,21,16,16,2,0,0,0,0,0,41,0,0,0,0,0,0,0,7,20,FALSE,FALSE,FALSE,FALSE,"1.25.45",TRUE,FALSE,0.0242010739827699,3.72135826735094
"117",330,"1060-13",1,13,"9",233797.727141389,8181394.27914644,6.11111111111111,7,7,5,18,18,16,7,0,0,0,0,0,18,0,0,0,0,0,0,0,7,0,FALSE,FALSE,FALSE,FALSE,"1.13.9",TRUE,FALSE,0.0423928738597715,3.16077500021447
"118",337,"1061-13",1,13,"9",233848.87804525,8181449.10436638,6.125,7,7,5,8,7,7,0,0,0,0,0,0,8,0,0,0,0,0,0,0,7,0,FALSE,FALSE,FALSE,FALSE,"1.13.9",TRUE,FALSE,0.010156107494873,4.58968003082461
"119",339,"106-13",1,13,"55",234046.227801833,8182400.47777358,7,8,8,4,10,10,8,0,0,0,0,0,0,12,0,0,0,0,0,0,0,8,2,FALSE,FALSE,FALSE,FALSE,"1.13.55",TRUE,FALSE,0.0106327999813375,4.54381171761234
"120",341,"106-18",1,18,"4",224410.2632478,8180370.5244287,4,5,5,7,9,9,6,1,0,0,0,1,0,10,0,0,0,0,1,1,0,5,1,FALSE,FALSE,TRUE,FALSE,"1.18.4",TRUE,FALSE,0.0361449214353243,3.32021882612958
"121",343,"1062-13",1,13,"9",233886.5429113,8181487.5929802,NA,7,7,5,9,8,8,0,0,0,0,0,0,10,0,0,0,0,0,0,0,7,1,FALSE,FALSE,FALSE,FALSE,"1.13.9",TRUE,FALSE,0.0135537337869125,4.30109321338536
"122",347,"106-24",1,24,"2",223130.667427,8180485.8067689,4,5,5,7,8,7,7,1,0,0,0,0,0,10,0,0,0,0,0,0,0,5,2,FALSE,FALSE,FALSE,FALSE,"1.24.2",TRUE,FALSE,0.123728217842782,2.08966791045829
"123",348,"106-25",1,25,"3",230052.8932537,8179457.53131975,5.95,6,6,6,20,19,20,13,0,0,0,0,0,20,0,0,0,0,0,0,0,6,0,FALSE,FALSE,FALSE,FALSE,"1.25.3",TRUE,FALSE,0.0326590766427814,3.42163246364654
"124",351,"1063-13",1,13,"9",233926.703604875,8181526.86346438,6,7,7,5,8,8,7,7,0,0,0,0,0,8,0,0,0,0,0,0,0,7,0,FALSE,FALSE,FALSE,FALSE,"1.13.9",TRUE,FALSE,0.0440498859893694,3.12243251481285
"125",355,"1064-13",1,13,"9",233961.263123125,8181559.7064405,6,7,7,5,8,8,6,2,0,0,0,0,0,8,0,0,0,0,0,0,0,7,0,FALSE,FALSE,FALSE,FALSE,"1.13.9",TRUE,FALSE,0.0221853695924112,3.80832223472676
"126",359,"1065-13",1,13,"9",233996.167241444,8181594.58700833,6,7,7,5,9,9,6,3,0,0,0,0,0,9,0,0,0,0,0,0,0,7,0,FALSE,FALSE,FALSE,FALSE,"1.13.9",TRUE,FALSE,0.027021478188855,3.61112324073496
"127",360,"1065-25",1,25,"45",229689.502055857,8181094.50967326,NA,7,7,5,37,2,35,2,0,0,0,0,0,49,0,0,0,0,0,0,0,7,12,FALSE,FALSE,FALSE,FALSE,"1.25.45",TRUE,FALSE,0.0197673979684376,3.92372126561402
"128",363,"1066-13",1,13,"9",234030.49455375,8181626.45963787,6,7,7,5,8,8,6,0,0,0,0,0,0,8,0,0,0,0,0,0,0,7,0,FALSE,FALSE,FALSE,FALSE,"1.13.9",TRUE,FALSE,0.010156107494873,4.58968003082461
"129",366,"106-7",1,7,"8",226108.347460545,8179861.09016491,NA,4,4,8,8,7,7,0,0,0,0,0,0,11,0,0,0,0,0,0,0,4,3,FALSE,FALSE,FALSE,FALSE,"1.7.8",TRUE,FALSE,0.0284876562310062,3.55828440023033
"130",368,"1067-13",1,13,"9",234067.095179,8181650.34646767,6,7,7,5,3,3,3,3,0,0,0,0,0,3,0,0,0,0,0,0,0,7,0,FALSE,FALSE,FALSE,FALSE,"1.13.9",TRUE,FALSE,0.028343963970595,3.56334118256728
"131",371,"106-8",1,8,"10",230956.636796652,8179957.36988713,6,7,7,5,22,18,20,8,0,0,0,0,0,23,0,0,0,0,0,0,0,7,1,FALSE,FALSE,FALSE,FALSE,"1.8.10",TRUE,FALSE,0.0355317517804071,3.33732856590323
"132",373,"1068-13",1,13,"9",234083.407270667,8181671.99127067,6.33333333333333,7,7,5,3,3,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,0,FALSE,FALSE,FALSE,FALSE,"1.13.9",TRUE,FALSE,0.0106027715725853,4.54663984292939
"133",376,"106-9",1,9,"12",198698.7988735,8181599.3045054,8,9,9,3,10,10,10,5,0,0,0,0,0,10,0,0,0,0,0,0,0,9,0,FALSE,FALSE,FALSE,FALSE,"1.9.12",TRUE,FALSE,0.00415488689795292,5.4834700717545
"134",378,"1069-13",1,13,"9",234166.9986926,8181626.036885,6.4,7,7,5,4,4,4,3,0,0,0,0,0,5,0,0,0,0,0,0,0,7,1,FALSE,FALSE,FALSE,FALSE,"1.13.9",TRUE,FALSE,0.0364271337099677,3.31244135044306
"135",381,"10-7",1,7,"2",226637.809374,8179745.87104892,3,4,4,8,11,8,10,0,0,0,0,0,0,12,0,0,0,0,0,0,0,4,1,FALSE,FALSE,FALSE,FALSE,"1.7.2",TRUE,FALSE,0.0431910045927793,3.14212303243333
"136",390,"1071-13",1,13,"9",234179.203137,8181512.45387633,6.16666666666667,7,7,5,6,6,6,2,0,0,0,0,0,6,0,0,0,0,0,0,0,7,0,FALSE,FALSE,FALSE,FALSE,"1.13.9",TRUE,FALSE,0.0224796499367511,3.79514482628648
"137",392,"107-13",1,13,"55",234026.711038182,8182367.29129691,7,8,8,4,10,8,10,0,0,0,0,0,0,11,0,0,0,0,0,0,0,8,1,FALSE,FALSE,FALSE,FALSE,"1.13.55",TRUE,FALSE,0.0077679925191435,4.85774351102866
"138",394,"107-18",1,18,"4",224412.046682,8180428.6140358,4,5,5,7,4,3,4,1,0,0,0,0,0,5,0,0,0,0,0,0,0,5,1,FALSE,FALSE,FALSE,FALSE,"1.18.4",TRUE,FALSE,0.0372946889179011,3.28890435073056
"139",396,"1072-13",1,13,"9",234167.426129375,8181547.64659012,6.5,7,7,5,6,6,6,3,0,0,0,0,0,8,0,0,0,0,0,0,0,7,2,FALSE,FALSE,FALSE,FALSE,"1.13.9",TRUE,FALSE,0.0417781495036714,3.17538181527379
"140",400,"107-24",1,24,"2",223045.798222333,8180360.338104,4,5,5,7,6,6,6,1,0,0,0,0,0,6,0,0,0,0,0,0,0,5,0,FALSE,FALSE,FALSE,FALSE,"1.24.2",TRUE,FALSE,0.146913295444124,1.91791269313044
"141",401,"107-25",1,25,"3",230099.502754714,8179453.63194371,5.14285714285714,6,6,6,21,20,21,13,0,0,0,0,0,21,0,0,0,0,0,0,0,6,0,FALSE,FALSE,FALSE,FALSE,"1.25.3",TRUE,FALSE,0.032580347001618,3.42404602510934
"142",404,"1073-13",1,13,"9",234139.178324125,8181588.8344085,6.5,7,7,5,8,8,7,4,0,0,0,0,0,8,0,0,0,0,0,0,0,7,0,FALSE,FALSE,FALSE,FALSE,"1.13.9",TRUE,FALSE,0.0317717264737409,3.44917848928328
"143",408,"1074-13",1,13,"9",234129.894829889,8181514.74050137,6.14814814814815,7,7,5,26,25,25,16,0,0,0,0,0,27,0,0,0,0,0,0,0,7,1,FALSE,FALSE,FALSE,FALSE,"1.13.9",TRUE,FALSE,0.0882246861446052,2.42786846686997
"144",412,"1075-13",1,13,"9",234076.94732795,8181494.2317865,6,7,7,5,20,20,19,16,0,0,0,0,0,20,0,0,0,0,0,0,0,7,0,FALSE,FALSE,FALSE,FALSE,"1.13.9",TRUE,FALSE,0.0705457408201034,2.65149397358859
"145",416,"1076-13",1,13,"9",234116.5274162,8181428.7901662,6.1,7,7,5,19,19,19,15,0,0,0,0,0,20,0,0,0,0,0,0,0,7,1,FALSE,FALSE,FALSE,FALSE,"1.13.9",TRUE,FALSE,0.0860444896130032,2.45289079541162
"146",419,"107-7",1,7,"8",226255.333903333,8179825.732465,NA,4,4,8,3,2,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,FALSE,FALSE,FALSE,FALSE,"1.7.8",TRUE,FALSE,0.0691993327308738,2.67076405902243
"147",421,"1077-13",1,13,"9",234115.944982714,8181372.19555843,6.28571428571429,7,7,5,18,18,16,10,0,0,0,0,0,21,0,0,0,0,0,0,0,7,3,FALSE,FALSE,FALSE,FALSE,"1.13.9",TRUE,FALSE,0.0858742774304874,2.45487094267604
"148",424,"107-8",1,8,"10",231013.050110933,8180021.352621,6,7,7,5,15,14,13,11,0,0,0,0,0,15,0,0,0,0,0,0,0,7,0,FALSE,FALSE,FALSE,FALSE,"1.8.10",TRUE,FALSE,0.0342290902978849,3.37467940295782
"149",426,"1078-13",1,13,"9",234049.301165,8181388.877238,6,7,7,5,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,0,FALSE,FALSE,FALSE,FALSE,"1.13.9",TRUE,FALSE,0.010999926391963,4.50986669784588
"150",429,"107-9",1,9,"12",198746.974465125,8181586.83544875,8,9,9,3,8,7,8,2,0,0,0,0,0,8,0,0,0,0,0,0,0,9,0,FALSE,FALSE,FALSE,FALSE,"1.9.12",TRUE,FALSE,0.0020768278165387,6.17691363760222
"151",431,"1079-13",1,13,"9",234018.751584,8181455.185554,7,7,7,5,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,7,0,FALSE,FALSE,FALSE,FALSE,"1.13.9",TRUE,FALSE,0.0180196320954706,4.01629344346594
"152",434,"10-8",1,8,"2",232050.441,8179321.128694,NA,7,7,5,4,3,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,7,0,FALSE,FALSE,FALSE,FALSE,"1.8.2",TRUE,FALSE,0.006228036321282,5.07869419309386
"153",443,"1081-13",1,13,"9",233958.3091404,8181368.3572322,6.25,7,7,5,19,18,16,13,0,0,0,0,0,20,0,0,0,0,0,0,0,7,1,FALSE,FALSE,FALSE,FALSE,"1.13.9",TRUE,FALSE,0.0789081380137974,2.53947091305509
"154",445,"108-13",1,13,"55",233996.5805814,8182338.8405549,7,8,8,4,8,7,7,0,0,0,0,0,0,10,0,0,0,0,0,0,0,8,2,FALSE,FALSE,FALSE,FALSE,"1.13.55",TRUE,FALSE,0.010727464869177,4.5349480159418
"155",447,"108-18",1,18,"4",224458.451496471,8180437.061809,4,5,5,7,13,10,13,2,0,0,0,0,0,17,0,0,0,0,0,0,0,5,4,FALSE,FALSE,FALSE,FALSE,"1.18.4",TRUE,FALSE,0.0401350486731943,3.21550529466246
"156",449,"1082-13",1,13,"9",233883.369141667,8181339.44688117,6.16666666666667,7,7,5,12,12,10,1,0,0,0,0,0,12,0,0,0,0,0,0,0,7,0,FALSE,FALSE,FALSE,FALSE,"1.13.9",TRUE,FALSE,0.0163266145517623,4.11495870814261
"157",453,"108-24",1,24,"2",223002.543672875,8180297.2151425,4,5,5,7,7,7,7,2,0,0,0,0,0,8,0,0,0,0,0,0,0,5,1,FALSE,FALSE,FALSE,FALSE,"1.24.2",TRUE,FALSE,0.159315647081098,1.83686784290299
"158",454,"108-25",1,25,"3",230087.348556056,8179354.12292344,5.11111111111111,6,6,6,18,16,15,8,0,0,0,0,0,18,0,0,0,0,0,0,0,6,0,FALSE,FALSE,FALSE,FALSE,"1.25.3",TRUE,FALSE,0.0256633380261794,3.6626918414984
"159",457,"1083-13",1,13,"9",233955.071375333,8181311.27570139,6.27777777777778,7,7,5,16,15,15,10,1,4,0,0,0,18,2,5,12,0,0,0,0,7,2,FALSE,FALSE,TRUE,FALSE,"1.13.9",TRUE,TRUE,0.0781863713047393,2.54865992660994
"160",461,"1084-13",1,13,"9",233996.8471365,8181263.9873785,7,7,7,5,2,2,2,0,0,0,0,0,0,2,0,0,4,0,0,0,0,7,0,FALSE,FALSE,FALSE,FALSE,"1.13.9",TRUE,FALSE,0.0107658540185477,4.53137581842372
"161",465,"1085-13",1,13,"9",233966.994162188,8181204.53796144,6.5625,7,7,5,15,15,11,0,0,0,0,0,0,16,0,0,0,0,0,0,0,7,1,FALSE,FALSE,FALSE,FALSE,"1.13.9",TRUE,FALSE,0.0132451050436261,4.32412722547595
"162",469,"1086-13",1,13,"9",233970.07031175,8181154.58860319,6.6875,7,7,5,15,15,14,0,0,0,0,0,0,16,0,0,0,0,0,0,0,7,1,FALSE,FALSE,FALSE,FALSE,"1.13.9",TRUE,FALSE,0.0132451050436261,4.32412722547595
"163",472,"108-7",1,7,"8",226240.550513909,8179891.67907145,3,4,4,8,11,11,10,0,0,0,0,0,0,11,0,0,0,0,0,0,0,4,0,FALSE,FALSE,FALSE,FALSE,"1.7.8",TRUE,FALSE,0.0654992135195331,2.72571714374839
"164",474,"1087-13",1,13,"9",233972.998688563,8181100.7185225,7,7,7,5,14,12,14,0,0,0,0,0,0,16,0,0,0,0,0,0,0,7,2,FALSE,FALSE,FALSE,FALSE,"1.13.9",TRUE,FALSE,0.0157711785330707,4.14957114820151
"165",476,"108-8",1,8,"10",230970.566539333,8180024.194959,6,7,7,5,11,10,11,4,0,0,0,0,0,12,0,0,0,0,0,0,0,7,1,FALSE,FALSE,FALSE,FALSE,"1.8.10",TRUE,FALSE,0.0245157273638811,3.70844043416282
"166",478,"1088-13",1,13,"9",233981.446491857,8181053.68422886,7,7,7,5,14,12,13,0,0,0,0,0,0,14,0,0,0,0,0,0,0,7,0,FALSE,FALSE,FALSE,FALSE,"1.13.9",TRUE,FALSE,0.00988435616466531,4.61680195703866
"167",480,"108-9",1,9,"12",198742.2756675,8181621.5185215,8,9,9,3,6,6,6,4,0,0,0,0,0,6,0,0,0,0,0,0,0,9,0,FALSE,FALSE,FALSE,FALSE,"1.9.12",TRUE,FALSE,0.00353731228915719,5.64438808055646
"168",482,"1089-13",1,13,"9",234044.190383,8181103.95152088,7,7,7,5,8,8,5,0,0,0,0,0,0,8,0,0,0,0,0,0,0,7,0,FALSE,FALSE,FALSE,FALSE,"1.13.9",TRUE,FALSE,0.010156107494873,4.58968003082461
"169",484,"10-9",1,9,"6",199661.9820737,8174747.3332444,8,9,9,3,10,9,10,0,0,0,0,0,0,10,0,0,0,0,0,0,0,9,0,FALSE,FALSE,FALSE,FALSE,"1.9.6",TRUE,FALSE,0.000671690622496048,7.30571270664041
"170",486,"1090-13",1,13,"9",234041.5580335,8181185.34175383,7,7,7,5,18,17,16,0,0,0,0,0,0,18,0,0,0,0,0,0,0,7,0,FALSE,FALSE,FALSE,FALSE,"1.13.9",TRUE,FALSE,0.00976104952873995,4.6293553506561
"171",492,"1091-13",1,13,"9",234036.565142125,8181263.5148215,7,7,7,5,7,7,6,2,0,0,0,0,0,8,0,0,0,0,0,0,0,7,1,FALSE,FALSE,FALSE,FALSE,"1.13.9",TRUE,FALSE,0.0293018113538689,3.53010594391879
"172",493,"109-13",1,13,"55",233949.121469583,8182292.64966883,NA,8,8,4,8,6,4,0,0,0,0,0,0,12,0,0,0,0,0,0,0,8,4,FALSE,FALSE,FALSE,FALSE,"1.13.55",TRUE,FALSE,0.0158507049219115,4.14454130507926
"173",495,"109-18",1,18,"4",224476.446586833,8180380.672962,4,5,5,7,6,6,4,3,1,3,0,2,1,6,1,3,3,0,2,4,1,5,0,FALSE,TRUE,TRUE,TRUE,"1.18.4",TRUE,TRUE,0.0544712229629973,2.91008273579165
"174",497,"1092-13",1,13,"9",234031.369879778,8181315.12072844,6.77777777777778,7,7,5,9,9,9,2,0,0,0,0,0,9,0,0,0,0,0,0,0,7,0,FALSE,FALSE,FALSE,FALSE,"1.13.9",TRUE,FALSE,0.022063119216446,3.81384787821467
"175",500,"109-24",1,24,"2",222896.565327833,8180216.2780925,4,5,5,7,6,5,5,1,0,0,0,1,0,6,0,0,0,0,1,1,0,5,0,FALSE,FALSE,TRUE,FALSE,"1.24.2",TRUE,FALSE,0.146913295444124,1.91791269313044
"176",501,"109-25",1,25,"3",230043.323137667,8179352.6285055,5.05555555555556,6,6,6,17,17,17,3,0,0,0,0,0,18,0,0,0,0,0,0,0,6,1,FALSE,FALSE,FALSE,FALSE,"1.25.3",TRUE,FALSE,0.0183983308115415,3.99549533524626
"177",504,"1093-13",1,13,"9",234086.072276375,8181318.24921388,6.625,7,7,5,8,8,8,4,0,0,0,0,0,8,0,0,0,0,0,0,0,7,0,FALSE,FALSE,FALSE,FALSE,"1.13.9",TRUE,FALSE,0.0317717264737409,3.44917848928328
"178",507,"1094-13",1,13,"9",234087.795565889,8181267.01290244,7,7,7,5,5,4,5,0,0,0,0,0,0,9,0,0,0,0,0,0,0,7,4,FALSE,FALSE,FALSE,FALSE,"1.13.9",TRUE,FALSE,0.0201919667857146,3.90247043754769
"179",515,"1097-13",1,13,"9",234199.52820775,8181322.89059975,7,7,7,5,8,8,8,2,0,0,0,0,0,8,0,0,0,0,0,0,0,7,0,FALSE,FALSE,FALSE,FALSE,"1.13.9",TRUE,FALSE,0.0221853695924112,3.80832223472676
"180",517,"109-8",1,8,"10",230933.279329667,8180036.22241517,6,7,7,5,6,6,6,1,0,0,0,0,0,6,0,0,0,0,0,0,0,7,0,FALSE,FALSE,FALSE,FALSE,"1.8.10",TRUE,FALSE,0.0100528448068713,4.59989961917217
"181",519,"1098-13",1,13,"9",234203.1166905,8181272.18061975,7,7,7,5,7,7,6,2,0,0,0,0,0,8,0,0,0,0,0,0,0,7,1,FALSE,FALSE,FALSE,FALSE,"1.13.9",TRUE,FALSE,0.0293018113538689,3.53010594391879
"182",521,"109-9",1,9,"12",198792.901768476,8181607.62396743,8,9,9,3,21,21,20,11,0,0,0,0,0,21,0,0,0,0,0,0,0,9,0,FALSE,FALSE,FALSE,FALSE,"1.9.12",TRUE,FALSE,0.00808047965131595,4.81830404542441
"183",523,"1099-13",1,13,"9",234123.2059041,8181210.7156162,7,7,7,5,18,16,16,2,0,0,0,0,0,20,0,0,0,0,0,0,0,7,2,FALSE,FALSE,FALSE,FALSE,"1.13.9",TRUE,FALSE,0.0329649684185671,3.41230984444654
"184",528,"1100-13",1,13,"9",234248.170789313,8181232.98822125,7,7,7,5,13,12,11,1,0,0,0,0,0,16,0,0,0,0,0,0,0,7,3,FALSE,FALSE,FALSE,FALSE,"1.13.9",TRUE,FALSE,0.0284955498726791,3.55800734871768
"185",534,"110-13",1,13,"55",233865.822593571,8182285.2172315,NA,8,8,4,14,11,12,1,0,0,0,0,0,14,0,0,0,0,0,0,0,8,0,FALSE,FALSE,FALSE,FALSE,"1.13.55",TRUE,FALSE,0.00810311304447933,4.81550696465932
"186",536,"110-18",1,18,"4",224530.285287273,8180375.98386573,4,5,5,7,10,9,9,6,0,0,0,0,0,11,0,0,0,0,0,0,0,5,1,FALSE,FALSE,FALSE,FALSE,"1.18.4",TRUE,FALSE,0.0684376365767293,2.6818323633316
"187",541,"110-24",1,24,"2",222868.8818062,8180255.8519956,4,5,5,7,5,5,5,1,0,0,0,1,0,5,0,0,0,0,1,1,0,5,0,FALSE,FALSE,TRUE,FALSE,"1.24.2",TRUE,FALSE,0.147952469051636,1.91086421185587
"188",542,"110-25",1,25,"3",229958.93529763,8179439.82675522,5.03703703703704,6,6,6,27,24,27,19,0,0,0,0,0,27,0,0,0,0,0,0,0,6,0,FALSE,FALSE,FALSE,FALSE,"1.25.3",TRUE,FALSE,0.0391992763988899,3.23909699156809
"189",545,"1103-13",1,13,"5",234110.948574818,8181710.36393591,7,7,7,5,8,8,5,1,0,0,0,0,0,11,0,0,0,0,0,0,0,7,3,FALSE,FALSE,FALSE,FALSE,"1.13.5",TRUE,FALSE,0.0290172660745556,3.53986424428391
"190",556,"110-7",1,7,"8",226124.263769538,8179992.72533754,3,4,4,8,13,13,13,0,0,0,0,0,0,13,0,0,0,0,0,0,0,4,0,FALSE,FALSE,FALSE,FALSE,"1.7.8",TRUE,FALSE,0.06499499041674,2.73344508256828
"191",560,"110-8",1,8,"10",230901.581107333,8180018.53001242,6,7,7,5,12,11,12,5,0,0,0,0,0,12,0,0,0,0,0,0,0,7,0,FALSE,FALSE,FALSE,FALSE,"1.8.10",TRUE,FALSE,0.0212605739146137,3.85090091138972
"192",563,"110-9",1,9,"12",198840.773029259,8181621.31376918,8,9,9,3,27,27,27,12,0,0,0,0,0,27,0,0,0,0,0,0,0,9,0,FALSE,FALSE,FALSE,FALSE,"1.9.12",TRUE,FALSE,0.00864952081851921,4.75025135627578
"193",565,"1109-13",1,13,"2",233080.3518698,8181659.612133,6,7,7,5,5,5,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,7,0,FALSE,FALSE,FALSE,FALSE,"1.13.2",TRUE,FALSE,0.010377061760514,4.56815750870339
"194",571,"1110-13",1,13,"2",233205.179403,8181705.993064,6,7,7,5,2,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,7,0,FALSE,FALSE,FALSE,FALSE,"1.13.2",TRUE,FALSE,0.0107658540185477,4.53137581842372
"195",579,"111-13",1,13,"55",233813.088273077,8182381.56160223,7,8,8,4,11,10,8,2,0,0,0,0,0,13,0,0,0,0,0,0,0,8,2,FALSE,FALSE,FALSE,FALSE,"1.13.55",TRUE,FALSE,0.0236247378403904,3.74546090236695
"196",581,"111-18",1,18,"4",224504.836500917,8180436.35106258,4,5,5,7,11,11,10,2,0,0,0,0,0,12,0,0,0,0,0,0,0,5,1,FALSE,FALSE,FALSE,FALSE,"1.18.4",TRUE,FALSE,0.0442261128114707,3.11843987675493
"197",583,"1112-13",1,13,"2",233420.2262025,8181792.14321,6,7,7,5,2,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,7,0,FALSE,FALSE,FALSE,FALSE,"1.13.2",TRUE,FALSE,0.0107658540185477,4.53137581842372
"198",586,"111-24",1,24,"2",222832.9209865,8180236.91855538,4,5,5,7,6,6,4,1,0,0,0,0,0,8,0,0,0,0,0,0,0,5,2,FALSE,FALSE,FALSE,FALSE,"1.24.2",TRUE,FALSE,0.124899794930144,2.0802435037243
"199",587,"111-25",1,25,"3",229842.980632267,8179455.739452,5.06666666666667,6,6,6,15,14,15,6,0,0,0,0,0,15,0,0,0,0,0,0,0,6,0,FALSE,FALSE,FALSE,FALSE,"1.25.3",TRUE,FALSE,0.022494277062913,3.79449435488433
"200",588,"11-13",1,13,"102",233891.746217333,8184605.90888142,NA,NA,11,1,8,6,4,2,0,0,0,0,0,12,0,0,0,0,0,0,0,11,4,FALSE,FALSE,FALSE,FALSE,"1.13.102",TRUE,FALSE,0.016523352255924,4.10298061041422
"201",594,"1114-13",1,13,"2",233448.089367,8181782.023753,6,7,7,5,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,0,FALSE,FALSE,FALSE,FALSE,"1.13.2",TRUE,FALSE,0.010999926391963,4.50986669784588
"202",597,"1115-13",1,13,"2",233510.617202,8181791.690146,6,7,7,5,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,0,FALSE,FALSE,FALSE,FALSE,"1.13.2",TRUE,FALSE,0.010999926391963,4.50986669784588
"203",602,"111-7",1,7,"8",226179.27424355,8180108.14156465,NA,NA,NA,NA,16,16,15,0,0,0,0,4,1,20,0,0,0,0,4,4,1,NA,4,TRUE,FALSE,FALSE,FALSE,"1.7.8",TRUE,FALSE,0.0382944052229928,3.26245147119458
"204",604,"1117-13",1,13,"2",233381.2208955,8181807.301137,6,7,7,5,3,3,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,7,1,FALSE,FALSE,FALSE,FALSE,"1.13.2",TRUE,FALSE,0.0141308887024747,4.25939218953775
